,gep01,gep02,gep03,gep04,gep05,gep06,gep07,gep08,gep09,gep10,gep11,gep12,gep13,gep14,gep15,gep16,gep17,gep18,gep19,gep20,gep21,gep22,gep23,gep24,gep25,gep26,gep27,gep28,gep29,gep30
gep21,1.023549992394827,1.0274111223360798,0.8880824845229927,1.1345752001581946,1.0418442500227139,3.638945153703411,2.12894122792392,1.1756587853368237,0.8459059381832714,0.9957935678996419,1.2298289408778917,1.1757073896783825,3.0144615469961993,1.2160359414213424,0.8881293002935807,0.9171657744911254,1.2344698660338065,1.011443194523808,1.0741150797985681,0.8459704582427015,1.0963162765663212,0.9461818706085168,1.219620115325874,1.0916630015211446,1.1246949580104861,1.200832241768756,1.1016223678042076,1.0752075673195731,0.916771591915531,1.122173329368962
gep22,1.0315800927275167,2.3283639950869306,0.8259650790909937,5.655623035434538,2.542556684966056,23.694086425983357,18.406723545798503,2.803178520384835,0.7902739537945834,1.3979962628683824,8.51830657943519,3.4561118108839572,21.787905853335047,6.736101601357001,0.7880903195765286,0.8978061865196544,5.544355876231876,1.8941098832409666,1.7699870651686758,0.7876019864346764,3.8018704194948327,0.8091635962760073,9.10469293635494,3.535529413640416,3.4305818092060236,6.70616902778664,2.467319854211722,2.707923903269115,0.8687704979608971,4.8188680313999175
gep23,1.1723734845985205,1.1721209970814412,1.171636132671046,1.1726166496805892,1.1721628849036956,3.638945153703411,2.12894122792392,1.1722275074894253,1.1713085264331866,1.1718792245604697,1.1840510271701492,1.172380336444417,3.009486109006712,1.1728033099412538,1.1724612545832336,1.1715128678134648,1.1799457866015988,1.1720243072408958,1.1719933033898176,1.171496353115781,1.1723818599528484,1.1718253413028976,1.1729965680568697,1.1723651764646064,1.1723928801824854,1.1760031087032174,1.172152380682349,1.1722657481248961,1.171543471865946,1.1725372007444441
gep24,1.023549992394827,1.0274111223360798,0.8880824845229927,1.1345752001581946,1.0418442500227139,3.638945153703411,2.12894122792392,1.1756587853368237,0.8459059381832714,0.9957935678996419,1.2298289408778917,1.1757073896783825,3.0144615469961993,1.2160359414213424,0.8881293002935807,0.9171657744911254,1.2344698660338065,1.011443194523808,1.0741150797985681,0.8459704582427015,1.0963162765663212,0.9461818706085168,1.219620115325874,1.0916630015211446,1.1246949580104861,1.200832241768756,1.1016223678042076,1.0752075673195731,0.916771591915531,1.122173329368962
gep25,1.023549992394827,1.079643687157337,0.8880824845229927,1.4005661477869347,1.0764083669861553,6.306124715791587,4.124038962117361,1.1756587853368237,0.8455614304394276,0.9957602515861448,1.2843923493290215,1.1757073896783825,5.422247202535638,1.2601820145601872,0.8881293002935807,0.9171657744911254,1.2344698660338065,1.0143577835410382,1.0741150797985681,0.8456499044649379,1.1267249006455897,0.9461818706085168,1.5348193650332593,1.09172901448576,1.1246949580104861,1.2210507709221927,1.1016223678042076,1.1252115551596447,0.9214604825915352,1.216961483065927
gep26,1.1723734845985205,1.1721209970814412,1.171636132671046,1.1726166496805892,1.1721628849036956,3.638945153703411,2.12894122792392,1.1722275074894253,1.1713085264331866,1.1718792245604697,1.1840510271701492,1.172380336444417,3.009486109006712,1.1728033099412538,1.1724612545832336,1.1715128678134648,1.1799457866015988,1.1720243072408958,1.1719933033898176,1.171496353115781,1.1723818599528484,1.1718253413028976,1.1729965680568697,1.1723651764646064,1.1723928801824854,1.1760031087032174,1.172152380682349,1.1722657481248961,1.171543471865946,1.1725372007444441
gep27,1.023549992394827,1.079643687157337,0.8880824845229927,1.4005661477869347,1.0764083669861553,6.306124715791587,4.124038962117361,1.1756587853368237,0.8455614304394276,0.9957602515861448,1.2843923493290215,1.1757073896783825,5.422247202535638,1.2601820145601872,0.8881293002935807,0.9171657744911254,1.2344698660338065,1.0143577835410382,1.0741150797985681,0.8456499044649379,1.1267249006455897,0.9461818706085168,1.5348193650332593,1.09172901448576,1.1246949580104861,1.2210507709221927,1.1016223678042076,1.1252115551596447,0.9214604825915352,1.216961483065927
gep28,1.023549992394827,1.0274111223360798,0.8880824845229927,1.1345752001581946,1.0418442500227139,3.638945153703411,2.12894122792392,1.1756587853368237,0.8459059381832714,0.9957935678996419,1.2298289408778917,1.1757073896783825,3.0144615469961993,1.2160359414213424,0.8881293002935807,0.9171657744911254,1.2344698660338065,1.011443194523808,1.0741150797985681,0.8459704582427015,1.0963162765663212,0.9461818706085168,1.219620115325874,1.0916630015211446,1.1246949580104861,1.200832241768756,1.1016223678042076,1.0752075673195731,0.916771591915531,1.122173329368962
gep29,1.0315800927275167,2.3283639950869306,0.8259650790909937,5.655623035434538,2.542556684966056,23.694086425983357,18.406723545798503,2.803178520384835,0.7902739537945834,1.3979962628683824,8.51830657943519,3.4561118108839572,21.787905853335047,6.736101601357001,0.7880903195765286,0.8978061865196544,5.544355876231876,1.8941098832409666,1.7699870651686758,0.7876019864346764,3.8018704194948327,0.8091635962760073,9.10469293635494,3.535529413640416,3.4305818092060236,6.70616902778664,2.467319854211722,2.707923903269115,0.8687704979608971,4.8188680313999175
gep30,1.023549992394827,1.0274111223360798,0.8880824845229927,1.1345752001581946,1.0418442500227139,3.638945153703411,2.12894122792392,1.1756587853368237,0.8459059381832714,0.9957935678996419,1.2298289408778917,1.1757073896783825,3.0144615469961993,1.2160359414213424,0.8881293002935807,0.9171657744911254,1.2344698660338065,1.011443194523808,1.0741150797985681,0.8459704582427015,1.0963162765663212,0.9461818706085168,1.219620115325874,1.0916630015211446,1.1246949580104861,1.200832241768756,1.1016223678042076,1.0752075673195731,0.916771591915531,1.122173329368962
