,gep01,gep02,gep03,gep04,gep05,gep06,gep07,gep08,gep09,gep10,gep11,gep12,gep13,gep14,gep15,gep16,gep17,gep18,gep19,gep20,gep21,gep22,gep23,gep24,gep25,gep26,gep27,gep28,gep29,gep30
gep11,0.44079962980328385,0.9583591794927081,0.523114642089903,1.0751210314465118,1.3463336543859632,0.878161330250505,1.395452388876341,1.2448406331828177,0.4520585740441611,0.49489107264466475,0.4201083138002517,1.6541825548719737,0.8447617669259547,0.5606214087342801,1.018199158039808,0.7390653662598163,1.4615244702228138,0.9761163838576368,0.5023938112977558,1.4196707275632274,0.4274887479454191,1.3407289312078143,0.5054604391079817,0.6466293491012373,0.7118333243617124,0.46591623386925934,0.5290979443586489,0.9359346136396983,0.5834574330118577,0.5073315166475687
gep12,0.5967945281421653,0.64717188664068,0.6136184183343542,0.7306863142472825,0.7309089126476288,0.6638794715466662,0.730810130207932,0.730691092734102,0.6136020891059806,0.6463529371231075,0.5967874504532281,0.7308942785381843,0.647226589757005,0.630338068066092,0.6972661128850168,0.6639091749476379,0.7307625239549894,0.6639360524341433,0.5968405080010462,0.6975359313793419,0.5968435803579003,0.7140396536351244,0.6301591465963958,0.6302154441404069,0.6470873081226556,0.6133954734925909,0.6302800654389743,0.6970217650377123,0.6135668222716298,0.630276859272487
gep13,0.5967945281421653,0.647058851622619,0.6132740115863042,0.7306863142472825,0.7307592520328637,0.6638310033820165,0.730810130207932,0.7304930001478295,0.6136020891059806,0.6463529371231075,0.5967874504532281,0.7330367894063368,0.647226589757005,0.630338068066092,0.6972661128850168,0.6639091749476379,0.7307625239549894,0.6638651014747995,0.5968405080010462,0.7014236112726739,0.5968435803579003,0.7138934228693401,0.6301591465963958,0.6302154441404069,0.6470873081226556,0.6133954734925909,0.6302800654389743,0.6970217650377123,0.6135668222716298,0.630276859272487
gep14,0.44079962980328385,0.9583591794927081,0.523114642089903,1.0751210314465118,1.3463336543859632,0.878161330250505,1.395452388876341,1.2448406331828177,0.4520585740441611,0.49489107264466475,0.4201083138002517,1.6541825548719737,0.8447617669259547,0.5606214087342801,1.018199158039808,0.7390653662598163,1.4615244702228138,0.9761163838576368,0.5023938112977558,1.4196707275632274,0.4274887479454191,1.3407289312078143,0.5054604391079817,0.6466293491012373,0.7118333243617124,0.46591623386925934,0.5290979443586489,0.9359346136396983,0.5834574330118577,0.5073315166475687
gep15,0.5963004923110528,0.7214812427990079,0.6183112083501358,0.7300130757485578,0.7389351106115659,0.6726643357179497,0.7401382391862432,0.7308020004622762,0.6134532044471426,0.646254190121664,0.5967874504532281,0.7728338174587224,0.6740153720957652,0.6300496490546141,0.6972106189890249,0.6631797660753742,0.7483212175016962,0.6948372953177182,0.5965057078562657,0.7634534592170306,0.5964479133436309,0.7382450270837372,0.6297135193697325,0.6312216450054483,0.6491063055830089,0.6130025294589998,0.6300390852450042,0.6974421687165068,0.6255142232077153,0.6301792998066036
gep16,0.5963004923110528,0.7214812427990079,0.6183112083501358,0.7300130757485578,0.7389351106115659,0.6726643357179497,0.7401382391862432,0.7308020004622762,0.6134532044471426,0.646254190121664,0.5967874504532281,0.7728338174587224,0.6740153720957652,0.6300496490546141,0.6972106189890249,0.6631797660753742,0.7483212175016962,0.6948372953177182,0.5965057078562657,0.7634534592170306,0.5964479133436309,0.7382450270837372,0.6297135193697325,0.6312216450054483,0.6491063055830089,0.6130025294589998,0.6300390852450042,0.6974421687165068,0.6255142232077153,0.6301792998066036
gep17,0.5967945281421653,0.647058851622619,0.6132740115863042,0.7306863142472825,0.7307592520328637,0.6638310033820165,0.730810130207932,0.7304930001478295,0.6136020891059806,0.6463529371231075,0.5967874504532281,0.7330367894063368,0.647226589757005,0.630338068066092,0.6972661128850168,0.6639091749476379,0.7307625239549894,0.6638651014747995,0.5968405080010462,0.7014236112726739,0.5968435803579003,0.7138934228693401,0.6301591465963958,0.6302154441404069,0.6470873081226556,0.6133954734925909,0.6302800654389743,0.6970217650377123,0.6135668222716298,0.630276859272487
gep18,0.5967945281421653,0.647058851622619,0.6132740115863042,0.7306863142472825,0.7307592520328637,0.6638310033820165,0.730810130207932,0.7304930001478295,0.6136020891059806,0.6463529371231075,0.5967874504532281,0.7330367894063368,0.647226589757005,0.630338068066092,0.6972661128850168,0.6639091749476379,0.7307625239549894,0.6638651014747995,0.5968405080010462,0.7014236112726739,0.5968435803579003,0.7138934228693401,0.6301591465963958,0.6302154441404069,0.6470873081226556,0.6133954734925909,0.6302800654389743,0.6970217650377123,0.6135668222716298,0.630276859272487
gep19,0.44079962980328385,0.9583591794927081,0.523114642089903,1.0751210314465118,1.3463336543859632,0.878161330250505,1.395452388876341,1.2448406331828177,0.4520585740441611,0.49489107264466475,0.4201083138002517,1.6541825548719737,0.8447617669259547,0.5606214087342801,1.018199158039808,0.7390653662598163,1.4615244702228138,0.9761163838576368,0.5023938112977558,1.4196707275632274,0.4274887479454191,1.3407289312078143,0.5054604391079817,0.6466293491012373,0.7118333243617124,0.46591623386925934,0.5290979443586489,0.9359346136396983,0.5834574330118577,0.5073315166475687
gep20,0.5967945281421653,0.64717188664068,0.6136184183343542,0.7306863142472825,0.7309089126476288,0.6638794715466662,0.730810130207932,0.730691092734102,0.6136020891059806,0.6463529371231075,0.5967874504532281,0.7308942785381843,0.647226589757005,0.630338068066092,0.6972661128850168,0.6639091749476379,0.7307625239549894,0.6639360524341433,0.5968405080010462,0.6975359313793419,0.5968435803579003,0.7140396536351244,0.6301591465963958,0.6302154441404069,0.6470873081226556,0.6133954734925909,0.6302800654389743,0.6970217650377123,0.6135668222716298,0.630276859272487
gep21,0.44079962980328385,0.9583591794927081,0.523114642089903,1.0751210314465118,1.3463336543859632,0.878161330250505,1.395452388876341,1.2448406331828177,0.4520585740441611,0.49489107264466475,0.4201083138002517,1.6541825548719737,0.8447617669259547,0.5606214087342801,1.018199158039808,0.7390653662598163,1.4615244702228138,0.9761163838576368,0.5023938112977558,1.4196707275632274,0.4274887479454191,1.3407289312078143,0.5054604391079817,0.6466293491012373,0.7118333243617124,0.46591623386925934,0.5290979443586489,0.9359346136396983,0.5834574330118577,0.5073315166475687
gep22,0.5967945281421653,0.647058851622619,0.6132740115863042,0.7306863142472825,0.7307592520328637,0.6638310033820165,0.730810130207932,0.7304930001478295,0.6136020891059806,0.6463529371231075,0.5967874504532281,0.7330367894063368,0.647226589757005,0.630338068066092,0.6972661128850168,0.6639091749476379,0.7307625239549894,0.6638651014747995,0.5968405080010462,0.7014236112726739,0.5968435803579003,0.7138934228693401,0.6301591465963958,0.6302154441404069,0.6470873081226556,0.6133954734925909,0.6302800654389743,0.6970217650377123,0.6135668222716298,0.630276859272487
gep23,0.44079962980328385,0.9583591794927081,0.523114642089903,1.0751210314465118,1.3463336543859632,0.878161330250505,1.395452388876341,1.2448406331828177,0.4520585740441611,0.49489107264466475,0.4201083138002517,1.6541825548719737,0.8447617669259547,0.5606214087342801,1.018199158039808,0.7390653662598163,1.4615244702228138,0.9761163838576368,0.5023938112977558,1.4196707275632274,0.4274887479454191,1.3407289312078143,0.5054604391079817,0.6466293491012373,0.7118333243617124,0.46591623386925934,0.5290979443586489,0.9359346136396983,0.5834574330118577,0.5073315166475687
gep24,0.5967945281421653,0.647058851622619,0.6132740115863042,0.7306863142472825,0.7307592520328637,0.6638310033820165,0.730810130207932,0.7304930001478295,0.6136020891059806,0.6463529371231075,0.5967874504532281,0.7330367894063368,0.647226589757005,0.630338068066092,0.6972661128850168,0.6639091749476379,0.7307625239549894,0.6638651014747995,0.5968405080010462,0.7014236112726739,0.5968435803579003,0.7138934228693401,0.6301591465963958,0.6302154441404069,0.6470873081226556,0.6133954734925909,0.6302800654389743,0.6970217650377123,0.6135668222716298,0.630276859272487
gep25,0.5967945281421653,0.647058851622619,0.6132740115863042,0.7306863142472825,0.7307592520328637,0.6638310033820165,0.730810130207932,0.7304930001478295,0.6136020891059806,0.6463529371231075,0.5967874504532281,0.7330367894063368,0.647226589757005,0.630338068066092,0.6972661128850168,0.6639091749476379,0.7307625239549894,0.6638651014747995,0.5968405080010462,0.7014236112726739,0.5968435803579003,0.7138934228693401,0.6301591465963958,0.6302154441404069,0.6470873081226556,0.6133954734925909,0.6302800654389743,0.6970217650377123,0.6135668222716298,0.630276859272487
gep26,0.44079962980328385,0.9583591794927081,0.523114642089903,1.0751210314465118,1.3463336543859632,0.878161330250505,1.395452388876341,1.2448406331828177,0.4520585740441611,0.49489107264466475,0.4201083138002517,1.6541825548719737,0.8447617669259547,0.5606214087342801,1.018199158039808,0.7390653662598163,1.4615244702228138,0.9761163838576368,0.5023938112977558,1.4196707275632274,0.4274887479454191,1.3407289312078143,0.5054604391079817,0.6466293491012373,0.7118333243617124,0.46591623386925934,0.5290979443586489,0.9359346136396983,0.5834574330118577,0.5073315166475687
gep27,0.44079962980328385,0.9583591794927081,0.523114642089903,1.0751210314465118,1.3463336543859632,0.878161330250505,1.395452388876341,1.2448406331828177,0.4520585740441611,0.49489107264466475,0.4201083138002517,1.6541825548719737,0.8447617669259547,0.5606214087342801,1.018199158039808,0.7390653662598163,1.4615244702228138,0.9761163838576368,0.5023938112977558,1.4196707275632274,0.4274887479454191,1.3407289312078143,0.5054604391079817,0.6466293491012373,0.7118333243617124,0.46591623386925934,0.5290979443586489,0.9359346136396983,0.5834574330118577,0.5073315166475687
gep28,0.5967945281421653,0.647058851622619,0.6132740115863042,0.7306863142472825,0.7307592520328637,0.6638310033820165,0.730810130207932,0.7304930001478295,0.6136020891059806,0.6463529371231075,0.5967874504532281,0.7330367894063368,0.647226589757005,0.630338068066092,0.6972661128850168,0.6639091749476379,0.7307625239549894,0.6638651014747995,0.5968405080010462,0.7014236112726739,0.5968435803579003,0.7138934228693401,0.6301591465963958,0.6302154441404069,0.6470873081226556,0.6133954734925909,0.6302800654389743,0.6970217650377123,0.6135668222716298,0.630276859272487
gep29,0.44079962980328385,0.9583591794927081,0.523114642089903,1.0751210314465118,1.3463336543859632,0.878161330250505,1.395452388876341,1.2448406331828177,0.4520585740441611,0.49489107264466475,0.4201083138002517,1.6541825548719737,0.8447617669259547,0.5606214087342801,1.018199158039808,0.7390653662598163,1.4615244702228138,0.9761163838576368,0.5023938112977558,1.4196707275632274,0.4274887479454191,1.3407289312078143,0.5054604391079817,0.6466293491012373,0.7118333243617124,0.46591623386925934,0.5290979443586489,0.9359346136396983,0.5834574330118577,0.5073315166475687
gep30,0.44079962980328385,0.9583591794927081,0.523114642089903,1.0751210314465118,1.3463336543859632,0.878161330250505,1.395452388876341,1.2448406331828177,0.4520585740441611,0.49489107264466475,0.4201083138002517,1.6541825548719737,0.8447617669259547,0.5606214087342801,1.018199158039808,0.7390653662598163,1.4615244702228138,0.9761163838576368,0.5023938112977558,1.4196707275632274,0.4274887479454191,1.3407289312078143,0.5054604391079817,0.6466293491012373,0.7118333243617124,0.46591623386925934,0.5290979443586489,0.9359346136396983,0.5834574330118577,0.5073315166475687
